,PLAYER,TEAM,GP,MPG,STL,STPG,STP40M,TO,TOPG,PF,ST/TO,ST/PF,RK,Year
39,"Henry Caruso, F",PRIN,1,26.0,3,3.00,4.62,1,1.00,4,3.00,0.75,40,2017
40,"Trevis Wyche, G",SPU,1,33.0,3,3.00,3.64,0,0.00,4,0.00,0.75,41,2017
41,"Jackson Donahue, G",PENN,1,31.0,3,3.00,3.87,1,1.00,1,3.00,3.00,42,2017
42,"Khallid Hart, G",MRST,3,35.3,8,2.67,3.02,5,1.67,7,1.60,1.14,43,2017
43,"Amadi Udenyi, G",PEPP,3,31.0,8,2.67,3.44,5,1.67,3,1.60,2.67,44,2017
44,"Jahad Thomas, G",UML,3,30.7,8,2.67,3.48,14,4.67,9,0.57,0.89,45,2017
45,"Greg Pryor, G",CHAT,3,26.3,8,2.67,4.05,10,3.33,11,0.80,0.73,46,2017
46,"Ahmad Thomas, G",UNCA,3,35.3,8,2.67,3.02,5,1.67,9,1.60,0.89,47,2017
47,"Ben Richardson, G",L-IL,3,22.3,8,2.67,4.78,1,0.33,5,8.00,1.60,48,2017
48,"Craig Bowman, G",FAMU,3,24.0,8,2.67,4.44,5,1.67,6,1.60,1.33,49,2017
49,"Matt Frierson, G",CIT,3,19.3,8,2.67,5.52,4,1.33,2,2.00,4.00,50,2017
50,"Marlain Veal, G",SELA,3,30.7,8,2.67,3.48,10,3.33,8,0.80,1.00,51,2017
51,"Nick Dixon, G",TRGV,3,24.3,8,2.67,4.38,11,3.67,6,0.73,1.33,52,2017
52,"Anthony Cowan, G",MD,3,24.3,8,2.67,4.38,8,2.67,6,1.00,1.33,53,2017
53,"Frankie Johnson, G",CIT,3,26.0,8,2.67,4.10,7,2.33,7,1.14,1.14,54,2017
54,"Jake Kocher, G",AMCC,2,24.5,5,2.50,4.08,1,0.50,3,5.00,1.67,55,2017
55,"Aaron Anderson, G",ORU,2,35.5,5,2.50,2.82,6,3.00,3,0.83,1.67,56,2017
56,"D.J. Johnson, F",KSU,2,24.5,5,2.50,4.08,1,0.50,6,5.00,0.83,57,2017
57,"Manu Lecomte, G",BAY,2,35.0,5,2.50,2.86,3,1.50,2,1.67,2.50,58,2017
58,"Isaac Thornton, G",SJSU,2,24.5,5,2.50,4.08,2,1.00,7,2.50,0.71,59,2017
59,"Antwoine Anderson, G",FOR,2,29.0,5,2.50,3.45,1,0.50,5,5.00,1.00,60,2017
60,"ShawnDre' Jones, G",RICH,2,35.5,5,2.50,2.82,4,2.00,5,1.25,1.00,61,2017
61,"Brenton Scott, G",INST,2,36.0,5,2.50,2.78,4,2.00,5,1.25,1.00,62,2017
62,"Zack Denny, G",BGSU,2,30.0,5,2.50,3.33,2,1.00,5,2.50,1.00,63,2017
63,"A.J. Jacobson, G",NDSU,2,29.5,5,2.50,3.39,0,0.00,4,0.00,1.25,64,2017
64,"Jimmie Taylor, G",RID,2,36.0,5,2.50,2.78,3,1.50,5,1.67,1.00,65,2017
65,"Remond Brown, G",GRAM,2,28.5,5,2.50,3.51,2,1.00,6,2.50,0.83,66,2017
66,"Chace Franklin, G",JKST,2,31.0,5,2.50,3.23,2,1.00,5,2.50,1.00,67,2017
67,"Chris Flemmings, G",UNCW,2,32.5,5,2.50,3.08,7,3.50,4,0.71,1.25,68,2017
68,"Divine Myles, G",STET,2,29.0,5,2.50,3.45,4,2.00,3,1.25,1.67,69,2017
69,"Jeff Garrett, F",NKU,2,19.0,5,2.50,5.26,2,1.00,5,2.50,1.00,70,2017
70,"Alex Robinson, G",TCU,2,28.5,5,2.50,3.51,5,2.50,3,1.00,1.67,71,2017
71,"Isaiah Walton, G",LONG,2,30.0,5,2.50,3.33,8,4.00,4,0.63,1.25,72,2017
72,"Matt Farrell, G",ND,2,25.5,5,2.50,3.92,3,1.50,3,1.67,1.67,73,2017
73,"Warren Jones, G",GB,2,18.5,5,2.50,5.41,4,2.00,3,1.25,1.67,74,2017
74,"C.J. Rivers, G",DRKE,2,29.5,5,2.50,3.39,3,1.50,4,1.67,1.25,75,2017
75,"Trevor Lyons, G",AFA,2,22.0,5,2.50,4.55,1,0.50,2,5.00,2.50,76,2017
76,"Micah Seaborn, G",MONM,2,33.5,5,2.50,2.99,4,2.00,3,1.25,1.67,77,2017
77,"Jon Elmore, G",MRSH,2,32.5,5,2.50,3.08,5,2.50,5,1.00,1.00,78,2017
78,"Joseph Chartouny, G",FOR,2,31.5,5,2.50,3.17,5,2.50,4,1.00,1.25,79,2017
79,"Kyle Leufroy, G",LEH,2,33.5,5,2.50,2.99,5,2.50,4,1.00,1.25,80,2017
80,"Michael Carey, G",WAG,2,36.5,5,2.50,2.74,7,3.50,5,0.71,1.00,81,2017
81,"Jaren Lewis, G",ACU,2,26.5,5,2.50,3.77,3,1.50,8,1.67,0.63,82,2017
82,"Rashard Odomes, G",OKLA,2,26.5,5,2.50,3.77,5,2.50,3,1.00,1.67,83,2017
83,"Frank Howard, G",SYR,2,21.0,5,2.50,4.76,4,2.00,3,1.25,1.67,84,2017
84,"Shaq Calhoun, G",USA,2,19.5,5,2.50,5.13,1,0.50,7,5.00,0.71,85,2017
85,"C.J. Bryce, G",UNCW,2,34.0,5,2.50,2.94,3,1.50,8,1.67,0.63,86,2017
86,"Fred Sims Jr., G",CHS,2,31.0,5,2.50,3.23,4,2.00,4,1.25,1.25,87,2017
87,"Jonathan Isaac, F",FSU,2,23.0,5,2.50,4.35,1,0.50,2,5.00,2.50,88,2017
88,"Kamar Baldwin, G",BUT,2,24.5,5,2.50,4.08,1,0.50,3,5.00,1.67,89,2017
89,"Frankie Hughes, G",MIZ,2,31.0,5,2.50,3.23,5,2.50,1,1.00,5.00,90,2017
90,"Daryl Macon, G",ARK,2,26.5,5,2.50,3.77,4,2.00,5,1.25,1.00,91,2017
91,"De'Anthony Melton, G",USC,2,26.0,5,2.50,3.85,4,2.00,4,1.25,1.25,92,2017
92,"Christian Terrell, G",UCSB,2,25.0,5,2.50,4.00,4,2.00,4,1.25,1.25,93,2017
93,"Darrell Brown, G",BRAD,2,30.0,5,2.50,3.33,4,2.00,4,1.25,1.25,94,2017
94,"Jamar Martin, F",CHSO,2,19.0,5,2.50,5.26,3,1.50,7,1.67,0.71,95,2017
95,"Godwin Boahen, G",UIC,2,26.5,5,2.50,3.77,6,3.00,6,0.83,0.83,96,2017
96,"Jamal Wright, G",HP,2,27.5,5,2.50,3.64,3,1.50,3,1.67,1.67,97,2017
97,"Jalin Hart, G",IW,2,27.0,5,2.50,3.70,1,0.50,4,5.00,1.25,98,2017
98,"Edric Dennis, G",JKST,2,34.0,5,2.50,2.94,7,3.50,4,0.71,1.25,99,2017
99,"Daquan Cook, G",PV,3,31.7,7,2.33,2.95,7,2.33,4,1.00,1.75,100,2017
