,RK,PLAYER,TEAM,GP,PPG,3PM,3PA,total_3PM,total_3PA,3P%,2PM,2PA,2P%,PPS,FG%
2687,28,"Joe Jackson, G",MEM,34,13.6,1.1,2,36,79,0.456,121,219.0,0.553,1.56,0.587
2688,29,"Steve Frankoski, G",CLMB,27,8.9,2.2,5,60,132,0.455,27,68.0,0.397,1.2,0.585
2689,30,"Todd Fletcher, G",AFA,30,9.6,1.8,4,55,121,0.455,52,97.0,0.536,1.32,0.617
2690,31,"Deonte' Jones, G",TXST,31,5.2,1.3,3,39,86,0.453,19,37.0,0.514,1.32,0.63
2691,32,"Fabyon Harris, G",TAMU,32,12.0,1.7,4,53,117,0.453,79,170.0,0.465,1.33,0.552
2692,33,"Michael Harthun, G",PRST,26,11.3,1.5,3,38,84,0.452,66,127.0,0.52,1.39,0.583
2693,34,"John Gage, F",STAN,32,5.9,1.3,3,42,93,0.452,18,44.0,0.409,1.37,0.591
2694,35,"Brett Olson, G",DEN,30,11.3,2.5,5,74,164,0.451,42,78.0,0.538,1.4,0.632
2695,36,"JT Yoho, F",WRST,33,6.7,1.1,2,37,82,0.451,39,78.0,0.5,1.38,0.591
2696,37,"Jeff Elorriaga, G",BSU,28,10.3,2.9,7,82,182,0.451,14,34.0,0.412,1.33,0.634
2697,38,"Marc Sonnen, G",UNI,32,10.3,2.7,6,86,191,0.45,23,60.0,0.383,1.32,0.606
2698,39,"Nik Stauskas, G",MICH,33,11.5,2.2,5,71,158,0.449,50,102.0,0.49,1.45,0.602
2699,40,"Keifer Sykes, G",GB,33,15.9,0.9,2,31,69,0.449,138,316.0,0.437,1.36,0.479
2700,41,"Will Barrett, F",PRIN,27,9.3,1.8,3,48,93,0.516,34,76.0,0.447,1.49,0.627
2701,42,"Ben Cherry, G",TULN,32,4.5,1.0,2,33,65,0.508,17,40.0,0.425,1.38,0.633
2702,43,"John Schoof, G",AMER,30,9.6,2.3,5,70,138,0.507,21,64.0,0.328,1.43,0.624
2703,44,"Micah Mason, G",DRKE,30,5.4,1.3,3,40,79,0.506,15,35.0,0.429,1.42,0.658
2704,45,"Kasey Wilson, F",UCF,31,9.1,1.4,3,42,84,0.5,53,111.0,0.477,1.44,0.595
2705,46,"Doug McDermott, F",CREI,34,23.1,2.2,4,74,149,0.497,199,338.0,0.589,1.61,0.637
2706,47,"Christian Watford, F",IND,33,12.5,1.7,3,56,114,0.491,63,158.0,0.399,1.51,0.54
2707,48,"Michael Frazier II, G",FLA,32,6.0,1.6,3,50,103,0.485,10,27.0,0.37,1.48,0.654
2708,49,"Nik Cochran, G",DAV,33,9.8,1.5,3,49,101,0.485,33,70.0,0.471,1.9,0.623
2709,50,"Beau Levesque, F",SMC,33,10.7,1.4,3,45,95,0.474,74,137.0,0.54,1.52,0.61
2710,51,"Avry Holmes, G",SF,29,6.7,1.4,3,41,87,0.471,16,46.0,0.348,1.47,0.583
2711,52,"Gary Winston, G",PRST,28,7.9,1.4,3,39,83,0.47,43,111.0,0.387,1.13,0.523
2712,53,"Kevin Hartley, C",WEBB,33,9.5,2.1,5,70,149,0.47,36,72.0,0.5,1.42,0.638
2713,54,"Michael Weisner, F",MONT,31,6.1,1.3,3,39,84,0.464,22,39.0,0.564,1.53,0.654
2714,55,"Nikolas Skouen, G",PEPP,30,8.0,1.9,4,58,125,0.464,22,45.0,0.489,1.41,0.641
2715,56,"Jordan Hulls, G",IND,33,10.1,2.3,5,77,166,0.464,33,76.0,0.434,1.38,0.614
2716,57,"Ian Clark, G",BEL,32,18.1,3.1,7,99,214,0.463,110,172.0,0.64,1.5,0.67
2717,58,"Myles Mack, G",RUTG,31,13.6,2.0,4,61,132,0.462,82,166.0,0.494,1.42,0.582
2718,59,"Ryan Sypkens, G",UCD,29,14.1,3.7,8,106,230,0.461,35,81.0,0.432,1.31,0.624
2719,60,"Jason Brickman, G",LIU,33,9.6,1.6,3,53,115,0.461,43,94.0,0.457,1.51,0.586
2720,61,"Malcolm Miller, G",SOU,32,15.8,2.7,6,87,189,0.46,94,163.0,0.577,1.43,0.638
2721,62,"Sam Martin, G",YALE,31,4.6,1.1,2,34,74,0.459,10,30.0,0.333,1.37,0.587
2722,63,"Neil Watson, G",USM,33,9.9,1.7,4,55,120,0.458,48,97.0,0.495,1.51,0.601
2723,64,"Tyrus McGee, G",ISU,33,13.2,2.7,6,90,197,0.457,60,110.0,0.545,1.42,0.635
2724,65,"Erik Jay Murphy, F-C",FLA,32,12.6,2.1,5,68,149,0.456,81,133.0,0.609,1.43,0.649
2725,66,"Seth Hinrichs, F",LAF,34,14.5,2.3,5,78,171,0.456,81,174.0,0.466,1.43,0.574
2726,67,"Cory Arentsen, G",PEAY,31,3.9,1.0,2,31,68,0.456,8,19.0,0.421,1.38,0.626
2727,68,"Joe Jackson, G",MEM,34,13.6,1.1,2,36,79,0.456,121,219.0,0.553,1.56,0.587
2728,69,"Steve Frankoski, G",CLMB,27,8.9,2.2,5,60,132,0.455,27,68.0,0.397,1.2,0.585
2729,70,"Todd Fletcher, G",AFA,30,9.6,1.8,4,55,121,0.455,52,97.0,0.536,1.32,0.617
2730,71,"Deonte' Jones, G",TXST,31,5.2,1.3,3,39,86,0.453,19,37.0,0.514,1.32,0.63
2731,72,"Fabyon Harris, G",TAMU,32,12.0,1.7,4,53,117,0.453,79,170.0,0.465,1.33,0.552
2732,73,"Michael Harthun, G",PRST,26,11.3,1.5,3,38,84,0.452,66,127.0,0.52,1.39,0.583
2733,74,"John Gage, F",STAN,32,5.9,1.3,3,42,93,0.452,18,44.0,0.409,1.37,0.591
2734,75,"Brett Olson, G",DEN,30,11.3,2.5,5,74,164,0.451,42,78.0,0.538,1.4,0.632
2735,76,"JT Yoho, F",WRST,33,6.7,1.1,2,37,82,0.451,39,78.0,0.5,1.38,0.591
2736,77,"Jeff Elorriaga, G",BSU,28,10.3,2.9,7,82,182,0.451,14,34.0,0.412,1.33,0.634
2737,78,"Marc Sonnen, G",UNI,32,10.3,2.7,6,86,191,0.45,23,60.0,0.383,1.32,0.606
2738,79,"Nik Stauskas, G",MICH,33,11.5,2.2,5,71,158,0.449,50,102.0,0.49,1.45,0.602
2739,80,"Keifer Sykes, G",GB,33,15.9,0.9,2,31,69,0.449,138,316.0,0.437,1.36,0.479
2740,81,"Will Barrett, F",PRIN,27,9.3,1.8,3,48,93,0.516,34,76.0,0.447,1.49,0.627
2741,82,"Ben Cherry, G",TULN,32,4.5,1.0,2,33,65,0.508,17,40.0,0.425,1.38,0.633
2742,83,"John Schoof, G",AMER,30,9.6,2.3,5,70,138,0.507,21,64.0,0.328,1.43,0.624
2743,84,"Micah Mason, G",DRKE,30,5.4,1.3,3,40,79,0.506,15,35.0,0.429,1.42,0.658
2744,85,"Kasey Wilson, F",UCF,31,9.1,1.4,3,42,84,0.5,53,111.0,0.477,1.44,0.595
2745,86,"Doug McDermott, F",CREI,34,23.1,2.2,4,74,149,0.497,199,338.0,0.589,1.61,0.637
2746,87,"Christian Watford, F",IND,33,12.5,1.7,3,56,114,0.491,63,158.0,0.399,1.51,0.54
2747,88,"Michael Frazier II, G",FLA,32,6.0,1.6,3,50,103,0.485,10,27.0,0.37,1.48,0.654
2748,89,"Nik Cochran, G",DAV,33,9.8,1.5,3,49,101,0.485,33,70.0,0.471,1.9,0.623
2749,90,"Beau Levesque, F",SMC,33,10.7,1.4,3,45,95,0.474,74,137.0,0.54,1.52,0.61
2750,91,"Avry Holmes, G",SF,29,6.7,1.4,3,41,87,0.471,16,46.0,0.348,1.47,0.583
2751,92,"Gary Winston, G",PRST,28,7.9,1.4,3,39,83,0.47,43,111.0,0.387,1.13,0.523
2752,93,"Kevin Hartley, C",WEBB,33,9.5,2.1,5,70,149,0.47,36,72.0,0.5,1.42,0.638
2753,94,"Michael Weisner, F",MONT,31,6.1,1.3,3,39,84,0.464,22,39.0,0.564,1.53,0.654
2754,95,"Nikolas Skouen, G",PEPP,30,8.0,1.9,4,58,125,0.464,22,45.0,0.489,1.41,0.641
2755,96,"Jordan Hulls, G",IND,33,10.1,2.3,5,77,166,0.464,33,76.0,0.434,1.38,0.614
2756,97,"Ian Clark, G",BEL,32,18.1,3.1,7,99,214,0.463,110,172.0,0.64,1.5,0.67
2757,98,"Myles Mack, G",RUTG,31,13.6,2.0,4,61,132,0.462,82,166.0,0.494,1.42,0.582
2758,99,"Ryan Sypkens, G",UCD,29,14.1,3.7,8,106,230,0.461,35,81.0,0.432,1.31,0.624
2759,100,"Jason Brickman, G",LIU,33,9.6,1.6,3,53,115,0.461,43,94.0,0.457,1.51,0.586
2760,101,"Malcolm Miller, G",SOU,32,15.8,2.7,6,87,189,0.46,94,163.0,0.577,1.43,0.638
2761,102,"Sam Martin, G",YALE,31,4.6,1.1,2,34,74,0.459,10,30.0,0.333,1.37,0.587
2762,103,"Neil Watson, G",USM,33,9.9,1.7,4,55,120,0.458,48,97.0,0.495,1.51,0.601
2763,104,"Tyrus McGee, G",ISU,33,13.2,2.7,6,90,197,0.457,60,110.0,0.545,1.42,0.635
2764,105,"Erik Jay Murphy, F-C",FLA,32,12.6,2.1,5,68,149,0.456,81,133.0,0.609,1.43,0.649
2765,106,"Seth Hinrichs, F",LAF,34,14.5,2.3,5,78,171,0.456,81,174.0,0.466,1.43,0.574
2766,107,"Cory Arentsen, G",PEAY,31,3.9,1.0,2,31,68,0.456,8,19.0,0.421,1.38,0.626
2767,108,"Joe Jackson, G",MEM,34,13.6,1.1,2,36,79,0.456,121,219.0,0.553,1.56,0.587
2768,109,"Steve Frankoski, G",CLMB,27,8.9,2.2,5,60,132,0.455,27,68.0,0.397,1.2,0.585
2769,110,"Todd Fletcher, G",AFA,30,9.6,1.8,4,55,121,0.455,52,97.0,0.536,1.32,0.617
2770,111,"Deonte' Jones, G",TXST,31,5.2,1.3,3,39,86,0.453,19,37.0,0.514,1.32,0.63
2771,112,"Fabyon Harris, G",TAMU,32,12.0,1.7,4,53,117,0.453,79,170.0,0.465,1.33,0.552
2772,113,"Michael Harthun, G",PRST,26,11.3,1.5,3,38,84,0.452,66,127.0,0.52,1.39,0.583
2773,114,"John Gage, F",STAN,32,5.9,1.3,3,42,93,0.452,18,44.0,0.409,1.37,0.591
2774,115,"Brett Olson, G",DEN,30,11.3,2.5,5,74,164,0.451,42,78.0,0.538,1.4,0.632
2775,116,"JT Yoho, F",WRST,33,6.7,1.1,2,37,82,0.451,39,78.0,0.5,1.38,0.591
2776,117,"Jeff Elorriaga, G",BSU,28,10.3,2.9,7,82,182,0.451,14,34.0,0.412,1.33,0.634
2777,118,"Marc Sonnen, G",UNI,32,10.3,2.7,6,86,191,0.45,23,60.0,0.383,1.32,0.606
2778,119,"Nik Stauskas, G",MICH,33,11.5,2.2,5,71,158,0.449,50,102.0,0.49,1.45,0.602
2779,120,"Keifer Sykes, G",GB,33,15.9,0.9,2,31,69,0.449,138,316.0,0.437,1.36,0.479
2780,1,"Micah Mason, G",DUQ,25,10.6,2.6,5,65,116,0.56,25,43.0,0.581,1.67,0.77
2781,2,"Brandon Pye, G",AMCC,30,6.0,1.1,2,34,64,0.531,35,80.0,0.438,1.26,0.597
2782,3,"Niels Giffey, G",CONN,34,8.5,1.6,3,53,101,0.525,46,71.0,0.648,1.69,0.73
2783,4,"Jason Calliste, G",ORE,32,12.4,2.0,4,63,124,0.508,47,86.0,0.547,1.9,0.674
2784,5,"Nate Buss, F",UNI,28,10.6,1.5,3,42,83,0.506,69,125.0,0.552,1.43,0.635
2785,6,"Devante Wallace, G",HP,30,12.4,2.5,5,74,148,0.5,51,124.0,0.411,1.37,0.596
2786,7,"Matt Kennedy, G",CHSO,31,12.5,1.6,3,49,98,0.5,86,166.0,0.518,1.47,0.604
2787,8,"Kenny Kaminski, F",MSU,27,5.3,1.3,3,35,71,0.493,15,26.0,0.577,1.47,0.696
2788,9,"Luke Moyer, G",CAMP,29,6.0,1.5,3,44,90,0.489,12,32.0,0.375,1.43,0.639
2789,10,"Kurt Steidl, G",UVM,31,6.1,1.3,3,39,80,0.488,23,60.0,0.383,1.35,0.582
2790,11,"Issiah Grayson, G",CSB,32,17.0,2.2,5,71,146,0.486,100,195.0,0.513,1.59,0.606
2791,12,"Max DiLeo, G",MONM,28,6.9,1.0,2,27,56,0.482,34,63.0,0.54,1.61,0.626
2792,13,"Austin Tillotson, G",COLG,30,13.3,1.2,3,36,75,0.48,107,168.0,0.637,1.64,0.663
2793,14,"Jay Hook, G",TULN,33,14.0,2.5,5,81,169,0.479,51,125.0,0.408,1.57,0.587
2794,15,"Melvin Johnson III, G",ARST,32,15.2,2.8,6,88,184,0.478,68,146.0,0.466,1.47,0.606
2795,16,"Jalen Jackson, F",UCA,25,9.6,1.2,3,31,65,0.477,59,119.0,0.496,1.3,0.573
2796,17,"Ethan Wragge, F",CREI,33,10.5,3.2,7,104,220,0.473,2,7.0,0.286,1.52,0.696
2797,18,"Brady Heslip, G",BAY,35,11.8,3.2,7,112,237,0.473,13,37.0,0.351,1.51,0.661
2798,19,"Reggie Arceneaux, G",WRST,33,7.0,1.3,3,43,91,0.473,34,86.0,0.395,1.31,0.556
2799,20,"Eric Garcia, G",WOF,30,7.4,1.4,3,43,91,0.473,30,73.0,0.411,1.36,0.576
2800,21,"Dylan Garrity, G",SAC,30,13.2,2.5,5,75,159,0.472,48,105.0,0.457,1.5,0.608
2801,22,"Drew Windler, F",BEL,33,10.1,2.2,5,74,157,0.471,38,72.0,0.528,1.45,0.651
2802,23,"Jimmie Taylor, G",RID,31,12.1,1.5,3,45,96,0.469,82,174.0,0.471,1.39,0.554
2803,24,"Jesse Reed, G",AMER,30,13.9,2.0,4,59,126,0.468,89,163.0,0.546,1.45,0.614
2804,25,"Drew Barham, G",GONZ,34,6.2,1.7,4,57,122,0.467,16,30.0,0.533,1.39,0.668
2805,26,"Michael Weisner, F",MONT,30,8.1,1.6,3,48,103,0.466,32,55.0,0.582,1.54,0.658
2806,27,"Aaron Hawley, G",DRKE,31,10.3,2.0,4,61,131,0.466,52,124.0,0.419,1.25,0.563
2807,28,"Tyler Kalinoski, G",DAV,32,10.9,1.8,4,57,123,0.463,62,113.0,0.549,1.47,0.625
2808,29,"Spencer Butterfield, G",USU,32,12.9,2.2,5,69,150,0.46,72,154.0,0.468,1.36,0.577
2809,30,"Ben Cherry, G",CHAR,31,6.3,1.6,3,49,107,0.458,10,28.0,0.357,1.45,0.619
2810,31,"Hallice Cooke, G",ORST,31,7.7,1.2,3,38,83,0.458,41,97.0,0.423,1.32,0.544
2811,32,"Bryce Pressley, G",PORT,31,8.7,1.2,3,37,81,0.457,61,132.0,0.462,1.27,0.547
2812,33,"Michael Frazier II, G",FLA,34,12.9,3.1,7,107,235,0.455,35,69.0,0.507,1.44,0.643
2813,34,"Mo Evans, G",IPFW,34,9.6,1.8,4,61,134,0.455,47,91.0,0.516,1.46,0.616
2814,35,"Keawe Enos, G",UVU,31,7.8,1.8,4,55,121,0.455,20,44.0,0.455,1.47,0.621
2815,36,"Doug McDermott, F",CREI,33,26.9,2.8,6,94,207,0.454,216,383.0,0.564,1.51,0.605
2816,37,"Karvel Anderson, G",RMU,34,19.1,3.1,7,106,234,0.453,123,218.0,0.564,1.44,0.624
2817,38,"Maurice Wiltz, G",SIUE,30,8.5,1.6,4,48,106,0.453,28,70.0,0.4,1.44,0.568
2818,39,"Nik Stauskas, G",MICH,32,17.5,2.5,6,80,178,0.449,85,169.0,0.503,1.61,0.591
2819,40,"Bryant Rucker, G",DEN,30,6.7,1.0,2,31,69,0.449,38,70.0,0.543,1.45,0.608
2820,41,"Maodo Lo, G",CLMB,31,14.5,2.1,5,66,147,0.449,90,180.0,0.5,1.38,0.578
2821,42,"Jeff Elorriaga, G",BSU,31,7.7,2.3,5,70,156,0.449,8,19.0,0.421,1.37,0.646
2822,43,"Malte Kramer, F",PEPP,28,4.6,1.1,2,30,67,0.448,13,25.0,0.52,1.4,0.63
2823,44,"Sean Armand, G",IONA,32,17.8,2.9,7,94,210,0.448,93,168.0,0.554,1.51,0.619
2824,45,"Fred VanVleet, G",WICH,34,12.1,1.1,3,38,85,0.447,94,181.0,0.519,1.54,0.568
2825,46,"Nic Moore, G",SMU,32,13.7,2.0,4,63,141,0.447,75,155.0,0.484,1.48,0.573
2826,47,"Phil Forte III, G",OKST,33,13.3,3.0,7,98,220,0.445,28,70.0,0.4,1.51,0.603
2827,48,"Joey Ptasinski, G",LAF,30,11.3,2.5,6,76,171,0.444,42,76.0,0.553,1.38,0.632
2828,49,"Nemanja Djurisic, F",UGA,32,8.8,1.0,2,32,72,0.444,60,116.0,0.517,1.49,0.574
2829,50,"James Harrison, F",UNO,23,4.7,1.0,2,24,54,0.444,14,22.0,0.636,1.42,0.658
2830,51,"Parker Wentz, G",ACU,31,13.9,2.5,6,79,178,0.444,57,99.0,0.576,1.56,0.634
2831,52,"Dre Evans, G",SELA,30,9.5,1.7,4,51,115,0.443,44,117.0,0.376,1.22,0.519
2832,53,"Josh Gasser, G",WIS,33,9.2,1.3,3,43,97,0.443,33,74.0,0.446,1.77,0.57
2833,54,"Charlie Lee, G",CLEV,29,9.8,1.4,3,42,95,0.442,38,107.0,0.355,1.41,0.5
2834,55,"Kevin Aronis, G",NMSU,35,7.5,2.2,5,76,172,0.442,9,22.0,0.409,1.35,0.634
2835,56,"Joab Jerome, F",WIN,31,12.3,1.2,3,38,86,0.442,79,178.0,0.444,1.44,0.515
2836,57,"Anthony Brown, G",STAN,33,12.7,1.5,3,49,111,0.441,87,170.0,0.512,1.49,0.571
2837,58,"Keon Johnson, G",WIN,33,12.3,1.9,4,64,145,0.441,60,152.0,0.395,1.36,0.525
2838,59,"Julian Chiera, G",SELA,30,6.3,1.0,2,30,68,0.441,31,57.0,0.544,1.52,0.608
2839,60,"Taylor Braun, G",NDSU,30,18.2,1.4,3,41,93,0.441,124,243.0,0.51,1.63,0.552
2840,61,"Denzel Ingram, G",CHAR,28,8.1,1.5,3,41,93,0.441,38,90.0,0.422,1.23,0.544
2841,62,"Travis Trice, G",MSU,32,7.3,1.5,3,48,109,0.44,29,76.0,0.382,1.26,0.546
2842,63,"Gerrell Martin, G",LIU,26,12.2,2.3,5,59,134,0.44,48,108.0,0.444,1.31,0.564
2843,64,"Manny Atkins, F",GAST,33,14.5,2.2,5,73,166,0.44,76,145.0,0.524,1.53,0.596
2844,65,"Stephen Holt, G",SMC,32,14.9,1.7,4,54,123,0.439,82,180.0,0.456,1.57,0.538
2845,66,"Travis Wilkins, G",OHIO,34,7.0,1.6,4,54,123,0.439,25,55.0,0.455,1.34,0.596
2846,67,"Langston Galloway, G",JOES,33,17.5,3.2,7,104,237,0.439,78,178.0,0.438,1.39,0.564
2847,68,"Brett Olson, G",DEN,31,14.5,2.2,5,68,155,0.439,76,147.0,0.517,1.48,0.589
2848,69,"Jordan Sibert, G",DAY,33,12.5,2.3,5,75,171,0.439,59,119.0,0.496,1.43,0.591
2849,70,"Avry Holmes, G",SF,32,12.6,1.8,4,57,130,0.438,65,145.0,0.448,1.47,0.547
2850,71,"Anthony Lindauer, G",HP,29,4.4,1.1,3,32,73,0.438,10,27.0,0.37,1.27,0.58
2851,72,"Gary Winston, G",PRST,28,11.5,1.6,4,46,105,0.438,65,139.0,0.468,1.32,0.549
2852,73,"Terence Smith, G",UTM,31,14.6,1.9,4,60,137,0.438,74,175.0,0.423,1.45,0.526
2853,74,"Zarko Valjarevic, C",MAINE,27,11.3,2.5,6,67,153,0.438,39,79.0,0.494,1.31,0.601
2854,75,"Christopher Anderson, G",USD,32,10.0,1.2,3,38,87,0.437,60,154.0,0.39,1.33,0.485
2855,76,"Quentin Jones, G",UMBC,26,7.3,1.3,3,34,78,0.436,28,66.0,0.424,1.32,0.549
2856,77,"Jared Brownridge, G",SCU,33,17.2,2.9,7,95,218,0.436,88,185.0,0.476,1.41,0.572
2857,78,"Andre Dawkins, G",DUKE,32,8.2,2.0,5,64,147,0.435,20,37.0,0.541,1.42,0.63
2858,79,"DeAndre Daniels, F",CONN,32,12.5,1.3,3,40,92,0.435,111,233.0,0.476,1.23,0.526
2859,80,"Kyle Wilson, G",ARMY,31,18.4,2.0,5,63,145,0.434,126,282.0,0.447,1.33,0.516
2860,81,"Jay Bowie, G",MRST,31,12.1,2.1,5,66,152,0.434,54,132.0,0.409,1.32,0.539
2861,82,"Rafael Farley, G",ACU,27,4.9,1.2,3,33,76,0.434,11,35.0,0.314,1.2,0.545
2862,83,"Tanner Samson, G",ELON,32,9.4,2.5,6,79,182,0.434,7,17.0,0.412,1.51,0.631
2863,84,"Alec Brown, F",GB,29,15.6,1.4,3,42,97,0.433,120,240.0,0.5,1.34,0.543
2864,85,"Brandon Morris, G",HOU,33,6.3,1.3,3,42,97,0.433,26,58.0,0.448,1.35,0.574
2865,86,"Tyler Melville, G",DART,28,8.5,1.0,2,29,67,0.433,47,128.0,0.367,1.22,0.464
2866,87,"Corban Wroe, G",HART,33,6.3,0.9,2,29,67,0.433,42,79.0,0.532,1.42,0.586
2867,88,"Tyler Harvey, G",EWU,31,21.8,3.5,8,109,252,0.433,97,213.0,0.455,1.46,0.56
2868,89,"Stephan Holm, G",MTST,30,5.7,1.4,3,41,95,0.432,21,42.0,0.5,1.24,0.602
2869,90,"LaVonte Dority, G",VALP,33,16.0,1.9,4,63,146,0.432,97,205.0,0.473,1.5,0.546
2870,91,"Alex Rosenberg, F",CLMB,31,16.2,1.4,3,44,102,0.431,79,174.0,0.454,1.82,0.525
2871,92,"Gabe Snider, G",UIC,25,3.6,0.9,2,22,51,0.431,12,28.0,0.429,1.14,0.57
2872,93,"Rashawn Rembert, G",ETSU,33,16.8,3.1,7,103,239,0.431,66,138.0,0.478,1.47,0.585
2873,94,"Josh Greene, G",CSN,35,16.0,2.2,5,78,181,0.431,78,201.0,0.388,1.46,0.51
2874,95,"Sandro Carissimo, G",UVM,32,12.6,1.7,4,53,123,0.431,81,201.0,0.403,1.24,0.495
2875,96,"Todd Johnson, G",NKU,23,8.7,1.7,4,40,93,0.43,19,47.0,0.404,1.42,0.564
2876,97,"Ben Brackney, G",BUCK,25,7.6,1.8,4,46,107,0.43,12,46.0,0.261,1.24,0.529
2877,98,"JR Hobbie, G",BRWN,27,6.0,1.7,4,46,107,0.43,5,14.0,0.357,1.34,0.612
2878,99,"Tyler Johnson, G",FRES,29,16.0,1.7,4,49,114,0.43,117,234.0,0.5,1.33,0.547
2879,100,"Shawn Long, F",ULL,33,18.7,1.0,2,32,75,0.427,200,368.0,0.543,1.39,0.56
2880,1,"Micah Mason, G",DUQ,25,10.6,2.6,5,65,116,0.56,25,43.0,0.581,1.67,0.77
2881,2,"Brandon Pye, G",AMCC,30,6.0,1.1,2,34,64,0.531,35,80.0,0.438,1.26,0.597
2882,3,"Niels Giffey, G",CONN,34,8.5,1.6,3,53,101,0.525,46,71.0,0.648,1.69,0.73
2883,4,"Jason Calliste, G",ORE,32,12.4,2.0,4,63,124,0.508,47,86.0,0.547,1.9,0.674
2884,5,"Nate Buss, F",UNI,28,10.6,1.5,3,42,83,0.506,69,125.0,0.552,1.43,0.635
2885,6,"Devante Wallace, G",HP,30,12.4,2.5,5,74,148,0.5,51,124.0,0.411,1.37,0.596
2886,7,"Matt Kennedy, G",CHSO,31,12.5,1.6,3,49,98,0.5,86,166.0,0.518,1.47,0.604
2887,8,"Kenny Kaminski, F",MSU,27,5.3,1.3,3,35,71,0.493,15,26.0,0.577,1.47,0.696
2888,9,"Luke Moyer, G",CAMP,29,6.0,1.5,3,44,90,0.489,12,32.0,0.375,1.43,0.639
2889,10,"Kurt Steidl, G",UVM,31,6.1,1.3,3,39,80,0.488,23,60.0,0.383,1.35,0.582
2890,11,"Issiah Grayson, G",CSB,32,17.0,2.2,5,71,146,0.486,100,195.0,0.513,1.59,0.606
2891,12,"Max DiLeo, G",MONM,28,6.9,1.0,2,27,56,0.482,34,63.0,0.54,1.61,0.626
2892,13,"Austin Tillotson, G",COLG,30,13.3,1.2,3,36,75,0.48,107,168.0,0.637,1.64,0.663
2893,14,"Jay Hook, G",TULN,33,14.0,2.5,5,81,169,0.479,51,125.0,0.408,1.57,0.587
2894,15,"Melvin Johnson III, G",ARST,32,15.2,2.8,6,88,184,0.478,68,146.0,0.466,1.47,0.606
2895,16,"Jalen Jackson, F",UCA,25,9.6,1.2,3,31,65,0.477,59,119.0,0.496,1.3,0.573
2896,17,"Ethan Wragge, F",CREI,33,10.5,3.2,7,104,220,0.473,2,7.0,0.286,1.52,0.696
2897,18,"Brady Heslip, G",BAY,35,11.8,3.2,7,112,237,0.473,13,37.0,0.351,1.51,0.661
2898,19,"Reggie Arceneaux, G",WRST,33,7.0,1.3,3,43,91,0.473,34,86.0,0.395,1.31,0.556
2899,20,"Eric Garcia, G",WOF,30,7.4,1.4,3,43,91,0.473,30,73.0,0.411,1.36,0.576
2900,21,"Dylan Garrity, G",SAC,30,13.2,2.5,5,75,159,0.472,48,105.0,0.457,1.5,0.608
2901,22,"Drew Windler, F",BEL,33,10.1,2.2,5,74,157,0.471,38,72.0,0.528,1.45,0.651
2902,23,"Jimmie Taylor, G",RID,31,12.1,1.5,3,45,96,0.469,82,174.0,0.471,1.39,0.554
2903,24,"Jesse Reed, G",AMER,30,13.9,2.0,4,59,126,0.468,89,163.0,0.546,1.45,0.614
2904,25,"Drew Barham, G",GONZ,34,6.2,1.7,4,57,122,0.467,16,30.0,0.533,1.39,0.668
2905,26,"Michael Weisner, F",MONT,30,8.1,1.6,3,48,103,0.466,32,55.0,0.582,1.54,0.658
2906,27,"Aaron Hawley, G",DRKE,31,10.3,2.0,4,61,131,0.466,52,124.0,0.419,1.25,0.563
2907,28,"Tyler Kalinoski, G",DAV,32,10.9,1.8,4,57,123,0.463,62,113.0,0.549,1.47,0.625
2908,29,"Spencer Butterfield, G",USU,32,12.9,2.2,5,69,150,0.46,72,154.0,0.468,1.36,0.577
2909,30,"Ben Cherry, G",CHAR,31,6.3,1.6,3,49,107,0.458,10,28.0,0.357,1.45,0.619
2910,31,"Hallice Cooke, G",ORST,31,7.7,1.2,3,38,83,0.458,41,97.0,0.423,1.32,0.544
2911,32,"Bryce Pressley, G",PORT,31,8.7,1.2,3,37,81,0.457,61,132.0,0.462,1.27,0.547
2912,33,"Michael Frazier II, G",FLA,34,12.9,3.1,7,107,235,0.455,35,69.0,0.507,1.44,0.643
2913,34,"Mo Evans, G",IPFW,34,9.6,1.8,4,61,134,0.455,47,91.0,0.516,1.46,0.616
2914,35,"Keawe Enos, G",UVU,31,7.8,1.8,4,55,121,0.455,20,44.0,0.455,1.47,0.621
2915,36,"Doug McDermott, F",CREI,33,26.9,2.8,6,94,207,0.454,216,383.0,0.564,1.51,0.605
2916,37,"Karvel Anderson, G",RMU,34,19.1,3.1,7,106,234,0.453,123,218.0,0.564,1.44,0.624
2917,38,"Maurice Wiltz, G",SIUE,30,8.5,1.6,4,48,106,0.453,28,70.0,0.4,1.44,0.568
2918,39,"Nik Stauskas, G",MICH,32,17.5,2.5,6,80,178,0.449,85,169.0,0.503,1.61,0.591
2919,40,"Bryant Rucker, G",DEN,30,6.7,1.0,2,31,69,0.449,38,70.0,0.543,1.45,0.608
2920,41,"Micah Mason, G",DUQ,25,10.6,2.6,5,65,116,0.56,25,43.0,0.581,1.67,0.77
2921,42,"Brandon Pye, G",AMCC,30,6.0,1.1,2,34,64,0.531,35,80.0,0.438,1.26,0.597
2922,43,"Niels Giffey, G",CONN,34,8.5,1.6,3,53,101,0.525,46,71.0,0.648,1.69,0.73
2923,44,"Jason Calliste, G",ORE,32,12.4,2.0,4,63,124,0.508,47,86.0,0.547,1.9,0.674
2924,45,"Nate Buss, F",UNI,28,10.6,1.5,3,42,83,0.506,69,125.0,0.552,1.43,0.635
